"RecordSpec","DataKubun","MakeDate","Year","MonthDay","JyoCD","Kaiji","Nichiji","YoubiCD","Jyusyo1TokuNum","Jyusyo1Hondai","Jyusyo1Ryakusyo10","Jyusyo1Ryakusyo6","Jyusyo1Ryakusyo3","Jyusyo1Nkai","Jyusyo1GradeCD","Jyusyo1SyubetuCD","Jyusyo1KigoCD","Jyusyo1JyuryoCD","Jyusyo1Kyori","Jyusyo1TrackCD","Jyusyo2TokuNum","Jyusyo2Hondai","Jyusyo2Ryakusyo10","Jyusyo2Ryakusyo6","Jyusyo2Ryakusyo3","Jyusyo2Nkai","Jyusyo2GradeCD","Jyusyo2SyubetuCD","Jyusyo2KigoCD","Jyusyo2JyuryoCD","Jyusyo2Kyori","Jyusyo2TrackCD","Jyusyo3TokuNum","Jyusyo3Hondai","Jyusyo3Ryakusyo10","Jyusyo3Ryakusyo6","Jyusyo3Ryakusyo3","Jyusyo3Nkai","Jyusyo3GradeCD","Jyusyo3SyubetuCD","Jyusyo3KigoCD","Jyusyo3JyuryoCD","Jyusyo3Kyori","Jyusyo3TrackCD"
"YS","1","20231208","2024","1027","04","04","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1027","05","04","08","2","0007","天皇賞（秋）","天皇賞（秋）","天皇賞（秋）","天皇賞","170","A","13","N01","4","2000","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1027","08","05","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1102","03","03","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1102","05","05","01","1","0160","京王杯２歳ステークス","京王杯２歳ステークス","京王杯２歳Ｓ","京王２","060","B","11","N01","3","1400","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1102","08","06","01","1","0145","ＫＢＳ京都賞ファンタジーステークス","ＫＢＳファンタジーＳ","ファンタジー","ファン","029","C","11","N21","3","1400","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1103","03","03","02","3","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1103","05","05","02","3","0027","アルゼンチン共和国杯","アルゼンチン共和国杯","アルゼンチン","アルゼ","062","B","13","N04","1","2500","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1103","08","06","02","3","0110","みやこステークス","みやこステークス","みやこＳ","みやこ","014","C","13","N01","2","1800","24","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1109","03","03","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1109","05","05","03","1","0140","東京中日スポーツ杯武蔵野ステークス","東京中日Ｓ杯武蔵野Ｓ","武蔵野Ｓ","武蔵野","029","C","13","N01","2","1600","23","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1109","08","06","03","1","0056","デイリー杯２歳ステークス","デイリー杯２歳Ｓ","デイリー２Ｓ","デイ２","059","B","11","N01","3","1600","18","0167","京都ジャンプステークス","京都ジャンプＳ","京都ジャンプ","京ＪＳ","026","H","18","A00","2","3170","57","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1110","03","03","04","2","0104","福島記念","福島記念","福島記念","福島記","060","C","13","N04","1","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1110","05","05","04","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1110","08","06","04","2","0011","エリザベス女王杯","エリザベス女王杯","エリザベス杯","エリ女","049","A","13","N21","4","2200","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1116","03","03","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1116","05","05","05","1","0144","東京スポーツ杯２歳ステークス","東京スポーツ杯２歳Ｓ","東スポ２歳Ｓ","東ス２","029","B","11","N01","3","1800","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1116","08","06","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1117","03","03","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1117","05","05","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1117","08","06","06","2","0014","マイルチャンピオンシップ","マイルチャンピオンＳ","マイルＣＳ","マイル","041","A","13","N01","4","1600","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1123","05","05","07","3","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1123","08","06","07","3","0206","ラジオＮＩＫＫＥＩ杯京都２歳ステークス","ラジオＮ杯京都２歳Ｓ","京都２歳Ｓ","京都２","011","C","11","N01","3","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1124","05","05","08","2","0015","ジャパンカップ","ジャパンカップ","ジャパンＣ","ＪＣ","044","A","13","N01","4","2400","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1124","08","06","08","2","0078","京阪杯","京阪杯","京阪杯","京阪杯","069","C","13","N04","2","1200","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1130","06","05","01","1","0072","スポーツニッポン賞ステイヤーズステークス","ステイヤーズＳ","ステイヤーズ","ステイ","058","B","13","N04","2","3600","21","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1130","07","04","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1130","08","07","01","1","0080","チャレンジカップ","チャレンジカップ","チャレンジＣ","チャレ","075","C","13","N04","2","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1201","06","05","02","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1201","07","04","02","2","0200","チャンピオンズカップ","チャンピオンズカップ","チャンピオン","チャン","025","A","13","N01","4","1800","23","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1201","08","07","02","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1207","06","05","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1207","07","04","03","1","0092","中日新聞杯","中日新聞杯","中日新聞杯","中日新","060","C","13","N04","1","2000","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1207","08","07","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1208","06","05","04","2","0192","カペラステークス","カペラステークス","カペラＳ","カペラ","017","C","13","N01","2","1200","24","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1208","07","04","04","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1208","08","07","04","2","0013","阪神ジュベナイルフィリーズ","阪神ジュベナイルＦ","阪神ＪＦ","阪ＪＦ","076","A","11","N21","3","1600","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1214","06","05","05","1","0207","ターコイズステークス","ターコイズステークス","ターコイズＳ","ターコ","010","C","13","N24","1","1600","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1214","07","04","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1214","08","07","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1215","06","05","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1215","07","04","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1215","08","07","06","2","0012","朝日杯フューチュリティステークス","朝日フューチュリティ","朝日杯ＦＳ","朝ＦＳ","076","A","11","N41","3","1600","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1221","06","05","07","1","0152","中山大障害","中山大障害","中山大障害","中大障","147","F","18","N00","4","4100","54","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1221","08","07","07","1","0190","阪神カップ","阪神カップ","阪神カップ","阪神Ｃ","019","B","13","N04","4","1400","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1222","06","05","08","2","0008","有馬記念","有馬記念","有馬記念","有馬記","069","A","13","N01","4","2500","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1222","08","07","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1228","06","05","09","1","0135","ホープフルステークス","ホープフルステークス","ホープフルＳ","ホープ","041","A","11","N41","3","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","1228","08","07","09","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
